ID,Customer Name,Sales Person (Sales Team),Coordinators,Customer Group,Zone,Total_Target,Total_Achievement,N_brands_active,Overall_Achievement_pct,is_zero_achiever
ETLCUST-04776,TAIYBA ELECTRONICS - GAZIPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-04765,A.K TELECOM - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - GAZIPUR,Uttara,30000.0,0.0,1,0.0,True
ETLCUST-04236,M/S JEBA ELECTRONICS - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-04647,DESHALOY TELECOM - KURIL CHOWRASTA,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-04421,"BISMILLAH COMPUTERS -SREEPURE, GAZIPUR",MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - GAZIPUR,Uttara,0.0,0.0,0,,False
ETLCUST-04225,TRUST COMPUTER - SYED GRAND ,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,500000.0,0.0,3,0.0,True
ETLCUST-04143,DARA TECHNOLOGY (BD) LTD - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,141000.0,1,,False
ETLCUST-03774,DOMINANCE IT SOLUTION - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03917,SEBA COMPUTER ZONE - GAZIPUR,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03760,HOME ELECTRONICS AND COMPUTER - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,20000.0,0.0,1,0.0,True
ETLCUST-03740,DIGITAL SOLUTION INC - GULSHAN,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03653,ALOHA ISHOPPE - GULSHAN,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03647,SHILPI DEPARTMENTAL STORE- GAZIPUR ,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03546,POWER IT SOURCE - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,40000.0,591130.0,7,14.77825,False
ETLCUST-03567,KHAN COMPUTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03395,JB COMPUTER-GULSHAN,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03317,FATEMA TELECOM - GAZIPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03253,SHEBA ELECTRONICS - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,25000.0,0.0,1,0.0,True
ETLCUST-03105,D-TECH - KONABARI,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00154,HUMAYUN TRADERS- TURAG,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-02902,MAISHA NET - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-02899,TECH EXPRESS -UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,50000.0,0.0,1,0.0,True
ETLCUST-02849,KHAN ELECTRONICS -GAZIPUR,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-02759,SKY NET ONLINE BD - DHAKA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-02623,DIGITAL COMPUTER SERVICE - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01447,P.N NETCONNECT - GAZIPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,5000.0,0.0,1,0.0,True
ETLCUST-01434,HOLYSKY TECH SOLUTION - TONGI,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01388,QUALITY IT SMART SECURITY - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01387,JR ELECTRONICS - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01386,RANGDHANU ELECTRONICS GALLERY - GAZIPUR,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01385,BISMILLAH COMPUTER - TONGI,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00324,MILLENNIUM SOLUTION - BARIDHARA,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00323,M.R. ELECTRONICS - KHILKHET,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00150,H A COMPUTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00148,SOUTHTECH SYSTEMS LIMITED - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00100,A AND M IT SOLUTION - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00098,GENIUS ICT SOURCE - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,45800.0,1,,False
ETLCUST-00097,BISMILLAH MOBILE MART - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00096,MICROTECH COMPUTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00095,SOLACE INNOVATIONS - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01875,EPSON BAZAR - PALTAN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,11200.0,0.0,1,0.0,True
ETLCUST-01425,SHISHIR MOTORS AND ELECTRONIC - KONABARI,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,870000.0,285135.0,4,0.3277413793103448,False
ETLCUST-00948,SAMIA ELECTRONICS - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-00156,FAST TECH PRODUCT - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,210000.0,28325.0,3,0.13488095238095238,False
ETLCUST-00343,TUHIN ENTERPRISE - KHILKHET,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,15000.0,0.0,1,0.0,True
ETLCUST-00109,A.M COMPUTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,5000.0,15000.0,2,3.0,False
ETLCUST-03914,COMPUTER MART - KERANIGANJ,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1200000.0,608515.0,4,0.5070958333333333,False
ETLCUST-01577,SULAIMAN ELECTRIC - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-05176,J.B IT-MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-01413,RIPON CAMERA WORLD AND COMPUTER - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,550000.0,520720.0,7,0.9467636363636364,False
ETLCUST-04130,RANA ELECTRONICS - B. MUKARRAM,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,750000.0,65040.0,4,0.08672,False
ETLCUST-00121,MEGA SPEED NET - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00958,NEW BAKSHI ELECTRONICS - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1250000.0,204850.0,3,0.16388,False
ETLCUST-01586,SARKER ELECTRONICS - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1500000.0,362600.0,1,0.24173333333333333,False
ETLCUST-01576,USHA ENTERPRISE - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-00145,S.B. ELECTRONICS - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01670,INFINITY TECHNOLOGY - PALTAN,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,100000.0,164500.0,3,1.645,False
ETLCUST-04220,THIRD EYE ELECTRONICS - B. MUKARRAM,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-01872,MOLLAH TRADERS - PALTAN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-00155,XTREME - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01215,NAHAR ENTERPRISE - STADIUM,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-00126,ALTER COMPUTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,53306.0,0.0,2,0.0,True
ETLCUST-03065,LAPTOP CARE AND TECHNOLOGY - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,730000.0,374045.0,8,0.5123904109589041,False
ETLCUST-04829,RAFIN TELECOM - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1500000.0,557300.0,1,0.3715333333333333,False
ETLCUST-04602,REVOLUTION TECHNOLOGY BD - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,700000.0,628500.0,2,0.8978571428571429,False
ETLCUST-01214,NEW INTEGRA COMPUTERS AND ELECTRONICS - PALTAN,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-03657,MAKKA ELECTRONICS - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,50000.0,0.0,1,0.0,True
ETLCUST-04800,AL MODINA ELECTRONICS - GAZIPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - GAZIPUR,Uttara,0.0,0.0,0,,False
ETLCUST-05010,IT-WALA - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,100000.0,110300.0,4,1.103,False
ETLCUST-01868,H. B. COMPUTER - DILKUSHA,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,1000000.0,0.0,1,0.0,True
ETLCUST-02878,AMANA INTERNATIONAL PVT LTD - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,897000.0,163400.0,5,0.18216276477146043,False
ETLCUST-05141,MAYA ELECTRONICS - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,500000.0,0.0,1,0.0,True
ETLCUST-04495,ASIA SYSTEM - PURANA PALTAN,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,200000.0,0.0,1,0.0,True
ETLCUST-04218,CASH CUSTOMER - AKRAM RASHID,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,500000.0,37000.0,3,0.074,False
ETLCUST-04102,EXTREME SECURITY & SOLUTION - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1300000.0,649000.0,1,0.49923076923076926,False
ETLCUST-03295,AL-MODINA COMPUTERS - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,661350.0,1,,False
ETLCUST-00114,POWER SOLUTION - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,25000.0,0.0,1,0.0,True
ETLCUST-01877,MULTI PURPOSE TECHNOLOGY - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,575560.0,3,,False
ETLCUST-04394,R.M. ENTERPRISE - MOTIJHEEL,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,350000.0,786240.0,3,2.2464,False
ETLCUST-02755,FOUR STAR IT - GULSHAN,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03007,BARAKAH ELECTRONICS - MOTIJHEEL,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,300000.0,0.0,1,0.0,True
ETLCUST-01887,SOLUTION - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,1300000.0,0.0,1,0.0,True
ETLCUST-05087,PURE POWER ELECTRIC & ELECTRONICES - NAWABPUR,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,500000.0,604200.0,1,1.2084,False
ETLCUST-04224,ANR TECHNOLOGIES - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,170000.0,0.0,3,0.0,True
ETLCUST-01206,EFTIA COMPUTER AND SERVICING - E.PLUS,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-00470,NIROB ELECTRONICS - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,500000.0,86400.0,1,0.1728,False
ETLCUST-01874,LIKE COMPUTER - MOTIJHEEL,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,127900.0,0.0,2,0.0,True
ETLCUST-00110,IT CORNER - HM PLAZA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,8000.0,48500.0,3,6.0625,False
ETLCUST-03398,STREAM SOLUTION - PURBACHAL ROAD,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,100000.0,22000.0,2,0.22,False
ETLCUST-00477,AKOTA ELECTRONICS - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,400000.0,0.0,1,0.0,True
ETLCUST-01882,MAHMUDA TRADING INTERNATIONAL - PALTAN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-00949,LIZA ENTERPRISE - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-03204,ISLAM COMPUTER - GAZIPUR ,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,100000.0,20500.0,2,0.205,False
ETLCUST-02871,TECH VILLAGE - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,100000.0,0.0,1,0.0,True
ETLCUST-00130,INTEGRATED COMPUTER ANDCOMMUNICATIONS LTD - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,975020.0,364000.0,4,0.3733256753707616,False
ETLCUST-03125,SHAZANA TELECOM - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1000000.0,0.0,1,0.0,True
ETLCUST-03514,FAHIM COMPUTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,70000.0,97500.0,1,1.3928571428571428,False
ETLCUST-00476,MAYER DOA ELECTRONICS - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,500000.0,83000.0,1,0.166,False
ETLCUST-03424,REYAN AND ANIK ELECTRIC - NAWABPUR,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-01244,GATEWAY TECHNOLOGY - KAMALAPUR,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-00935,NOHA ELECTRIC AND ELECTRONICS - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-00379,BBC MEDIA ACTION,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00385,ADVANCED DATA NETWORKS SYSTEM LTD.,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-04479,SOWAD TELECOM - GULSHAN,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00382,AZIZ . NET,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01399,QUALITY SMART SECURITY - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01858,SUN ONLINE - JURAIN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-01390,IT VISION - GAZIPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01889,MAHI IT SOLUTION - MOTIJHEEL,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-04785,SUJOY ELECTRIC - KALIAKOIR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - GAZIPUR,Uttara,0.0,0.0,0,,False
ETLCUST-04985,M M COMPUTERS - GULSHAN,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,168000.0,1823475.0,4,10.854017857142857,False
ETLCUST-00335,TECH POINT SYSTEMS - J F PARK,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-04546,BHUIYAN ELECTRONICS - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-00088,LIANG COMPUTER AND ELECTRONIC - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01445,GOLDEN TIMES SWETER AND DYEING LTD.,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01391,NN COMPUTER BD - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01401,KHAN WATCH AND ELECTRONICS - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-04906,M/S NABIL BUSINESS POINT-MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,150000.0,70400.0,2,0.4693333333333333,False
ETLCUST-04335,ZAKIR ELECTRONICS - STADIUM SUPER MARKET,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-01591,SIXTHSENSE MARKETING LTD - NAYA PALTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-00482,AKHI TIMES ELECTRIC AND ELECTRONICS - NAWABPUR,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-00102,BINARY GADGET - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01668,DIGI-MARK SOLUTION - FAKIRAPOOL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-00103,HEEPE TECHNOLOGIES - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-04738,KRN SOLUTION - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,287000.0,165300.0,2,0.5759581881533101,False
ETLCUST-00330,S. O. F.- BANANI,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03541,AR FIRST SECURITY - GULISTAN ,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-04319,R.E.TRADE INTERNATIONAL- MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,76320.0,0.0,1,0.0,True
ETLCUST-01400,TRACE TECHNOLOGY - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01397,ZAMAN TRADE INTERNATIONAL - GULSHAN,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03281,ANNEX INTERNATIONAL - BANANI,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01444,IT SOURCE - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,12800.0,1,,False
ETLCUST-00336,MOBILE MUSEUM,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00158,IT SOLUTION - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00104,ASIA NET ONLINE SERVICE,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00381,BANGLADESH ARCHERY FEDERATION,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00329,FATEMA ELECTRONICS - KHILKHET,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01443,TECH DEVICE,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03878,J.M TECHNOLOGY-UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00332,PROVENANCE - RAMPURA,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01568,ARKAY ELECTRONICS - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-00483,ABUL HASHEM ELECTRONICS - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-01402,LOGITECH COMPUTERS - JFP,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01859,IT SOUL INTERNATIONAL - MOTIJHEEL,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-04690,MARIAM COMPUTER - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-03642,MOTTO - PALTAN,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-00458,PRINCE TELECOM - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-01230,PIANO MUSICAL STORE - DHANMONDI,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-02981,CASH CUSTOMER - MD SHA AMIRUL ISLAM,Md Sha Amirul Islam,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,100000.0,0.0,1,0.0,True
ETLCUST-01917,NUAAZ ENTERPRISE - DHAKA,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-00461,SWAPAN ELECTRONICS - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-01392,BOKSH CCTV SERVICES - TONGI,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00376,GMG AIRLINES,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-02980,CASH CUSROMER - KAMRUL HASAN SABUZ,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,150000.0,0.0,1,0.0,True
ETLCUST-01861,DIGITAL BAZAR - PALTAN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-00378,CONNECT BD LTD,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
